   431.59301522715936        431.25681718710507        430.83517792555955        430.44123194523905        430.06987616314024        429.72005280692576        429.39082794198362        429.08157543217965        428.79181166365993        428.52117070827370        428.26937933923858        428.03623873706613        427.82160766759836        427.62538861685221        427.44752418383916        427.28800529902333        427.14698893957649        427.02460641592586        426.92379098273818        426.72677706532761     
   431.56411075947972        431.18833834398293        430.79233986929796        430.40717349381885        430.03946518228236        429.69096911870065        429.36198058443131        429.05237818267182        428.76192588562947        428.49037576695684        428.23749955102613        428.00309195697361        427.78695824394174        427.58888677525022        427.40859572922705        427.24561223766267        427.09895470462311        426.96608209730340        426.83966119594697        426.67894980780818     
   431.54781728810678        431.15793188375915        430.76021094935385        430.37731013032356        430.01149471573467        429.66402124887520        429.33537063671906        429.02563236067482        428.73471964156926        428.46247425776522        428.20871162468029        427.97323354461412        427.75581945198837        427.55619658844591        427.37397912599369        427.20855007892146        427.05883618064740        426.92292917324681        426.79785920199311        426.65079983296351     
   431.53044281229597        431.13505784495732        430.73490446202584        430.35200882116669        429.98684172495086        429.63990873528019        429.31149656998724        429.00169457805140        428.71046527755374        428.43769897559923        428.18324486266283        427.94692223917144        427.72851501375180        427.52774946836576        427.34425198898379        427.17748232804968        427.02664865808833        426.89066287186529        426.76836844643231        426.63004990727529     
   431.51008286439537        431.11588419349084        430.71392094039004        430.33061013361811        429.96561093766366        429.61894320500977        429.29067946163667        428.98084388862787        428.68939881551057        428.41625647135282        428.16129196689974        427.92434965324213        427.70524072872837        427.50373173687990        427.31952502485603        427.15223669344914        427.00139088118294        426.86648054298058        426.74719527795804        426.61659481391678     
   431.48624968401259        431.09813225976256        430.69584152853844        430.31251754048481        429.94770095630929        429.60124276292817        429.27310700441024        428.96327177460154        428.67169279265596        428.39829580638173        428.14297896829152        427.90561619567683        427.68605802089883        427.48412955158318        427.29962788632838        427.13232553959119        426.98199362247192        426.84846739937518        426.73177514225580        426.60906426480125     
   431.46085807610467        431.08181075968395        430.68035622287442        430.29753604188716        429.93308157191768        429.58688220227623        429.25889772212196        428.94910205759908        428.65745686609813        428.38390324480918        428.12836219946934        427.89073824215154        427.67092366179253        427.46880342150490        427.28426284701231        427.11720271305643        426.96756871561115        426.83540196953004        426.72090703993274        426.60613390609785     
   431.43714774456254        431.06784895342076        430.66782757399534        430.28581898206215        429.92185382080527        429.57595606933825        429.24814261560726        428.93841443815421        428.64675165178716        428.37311375374219        428.11744358571286        427.87967342470080        427.65973254637765        427.45755679703194        427.27310191217134        427.10636335283726        426.95740563314257        426.82640191306041        426.71367766235920        426.60612357837817     
   431.41873649694168        431.05754151413743        430.65891849193196        430.27770493326881        429.91420336417730        429.56857916409302        429.24091940614960        428.93126097862444        428.63960558773323        428.36592990607767        428.11019443999993        427.87235260348604        427.65236093654318        427.45019157303250        427.26584847347220        427.09938918075875        426.95095347045253        426.82079868901252        426.70933880263408        426.60732008368109     
   431.40866702525221        431.05204675720648        430.65426983316092        430.27353991634720        429.91031832862575        429.56485717868873        429.23728891110522        428.92767437993837        428.63602938130316        428.36234098257046        428.10657964046521        427.86871020167177        427.64870360907958        427.44655077295522        427.26228005895950        427.09597977857050        426.94782661710002        426.81812003604477        426.70732201493263        426.60831294653201     
