  -1442.9551739627741       -1446.3301739627741       -985.70003743282200       -717.05187741811119       -540.27419931784925       -415.39961542267076       -324.09199728202043       -256.42577970104696       -206.34651462680222       -169.88313065143547       -144.34720799167752       -127.93544682302195       -119.52188884769342       -118.55781363294642       -125.05340475615969       -139.65219725245362       -163.85941048828363       -200.60011315126420       -255.61179175828508       -341.24980711970932       -862.14508401095009        129.26094801760098     
  -1449.7051739627741       -1446.3302682618457       -985.70012879424280       -717.05196834102617       -540.27429006239106       -415.39970555051747       -324.09208611326119       -256.42586647721629       -206.34659858240127       -169.88321105157573       -144.34728415464494       -127.93551813494170       -119.52195477254227       -118.55787371965820       -125.05345864396986       -139.65224467547867       -163.85945128060496       -200.60014725490473       -255.61181924005507       -341.24982821496343       -862.14510325133324       -1853.5511160395013     
  -2120.4271442203476       -2117.0522895613412       -1532.8588328412163       -1146.9355295546297       -875.97734988545051       -678.04247458953932       -530.63886865334609       -420.20220946301464       -337.84092271342087       -277.44309085479841       -234.73760612515150       -206.78418705865349       -191.68283592381295       -188.41485378304407       -196.78037877757518       -217.42539805385965       -251.96773122678854       -303.22204575315601       -375.37725929156312       -473.15159837221523       -1253.7794687508681       -2249.3556107439417     
  -2452.1802077464827       -2448.8053817120649       -1833.5323751324115       -1402.3985524966013       -1085.6325278657539       -847.10040667356202       -665.97937792198593       -528.57774542481775       -425.23137319574636       -348.92658768270024       -294.57168742297887       -258.55761445324890       -238.47668593420164       -232.94463043651817       -241.49856935057068       -264.55128103675838       -303.37213729041315       -360.01833135401716       -437.00188523963180       -536.17480551913729       -1430.4655626359825       -2426.0600658755229     
  -2609.1622885715069       -2605.7874756869460       -1984.7280121957378       -1538.7181191054297       -1202.6100577729499       -944.37299171304312       -745.44714078640038       -593.02836868025906       -477.57776122917932       -391.86361137154290       -330.46478831847656       -289.44210063466124       -266.09933015931938       -258.80943422099728       -266.89095919556985       -290.51479537722042       -330.60469520057825       -388.65952981331054       -466.36677245971350       -564.85601646752605       -1505.8479103984016       -2501.4424891415529     
  -2653.7120006731684       -2650.3371881028052       -2030.3925129844272       -1582.7444243296304       -1242.5141138121030       -978.94025251181495       -774.52100594078536       -617.07175401347411       -497.32734731196126       -408.12111602096820       -343.99070591245874       -300.90999410620537       -276.07938045551589       -267.76067208743410       -275.14877066031335       -298.26564581585512       -337.84905990512476       -395.18815287244354       -471.83150516411115       -569.09427732900429       -1526.6275733485450       -2522.2221509491419     
  -2607.4539779091401       -2604.0791544212716       -1987.6780039811974       -1546.1573623310569       -1212.6685165182589       -955.23114239939378       -755.87277663351767       -602.36254353517813       -485.56177536314362       -398.46754493004153       -335.76038643260904       -293.51702009616571       -268.99743466344569       -260.48207235021960       -267.14900611832519       -288.98112905290077       -326.68974252511691       -381.63555238162530       -455.71751988020935       -551.17730758634343       -1509.3459547176312       -2504.9405343546127     
  -2471.7887488209230       -2468.4139048006623       -1858.8363601303338       -1431.8508201255504       -1116.0825335489612       -875.99042394368132       -691.82527920108532       -550.79418499791802       -443.80803622396701       -364.14771614036397       -306.81987683195587       -268.18600419172611       -245.72020605288060       -237.84267941277923       -243.80725080834750       -263.63373376230942       -298.08464757621056       -348.70048478420762       -417.93879250309055       -509.52835864300283       -1454.6384035810240       -2450.2329879964791     
  -2232.4644202837990       -2229.0895480250206       -1635.5079617751373       -1237.3542785751415       -953.91126001682835       -743.98237309442368       -585.54588841725263       -465.36903154884629       -374.70512951463257       -307.41980481523245       -259.10492831123139       -226.61325619630429       -207.78855018449036       -201.30004645750284       -206.54411681993329       -223.60046004467466       -253.24713589152850       -297.06457059036831       -357.73196043151432       -439.92683823346925       -1349.4463129669830       -2345.0408204294190     
  -1854.5041721735558       -1851.1292661768236       -1299.9496428701934       -958.12623572537325       -728.24966031250835       -563.77783202911689       -442.05641186769003       -350.74037041862607       -282.29519568657440       -231.72045446039073       -195.54643038156726       -171.35006071955314       -157.49830039176780       -153.00397189588026       -157.44864033874180       -170.95648649428921       -194.21691058141559       -228.55369031723356       -275.98665210203200       -338.93480474649510       -1158.1791896240193       -2153.7544703393969     
  -1262.8764991837832       -1259.5015563480977       -828.84419656737180       -594.32124170189786       -446.53801848417032       -343.98558023718971       -269.21463190331849       -213.58148810973790       -172.11789166209709       -141.64591874924093       -120.01158757503825       -105.73672486129546       -97.843648979238978       -95.761950846292038       -99.283239956269867       -108.55316404862261       -124.10315459299929       -146.93865007988543       -178.73588457511184       -222.35567198620998       -790.58117044320238       -1781.7898201625808     
  -1262.8764991837832       -1259.5014991837832       -828.84413904145651       -594.32118215224591       -446.53795724240206       -343.98551812868720       -269.21456980758484       -213.58142684447952       -172.11783196146166       -141.64586126588938       -120.01153288596733       -105.73667347270424       -97.843601330078641       -95.761907311142565       -99.283200848299103       -108.55312962333979       -124.10312505352259       -146.93862558445807       -178.73586524706704       -222.35565792257682       -790.58115653820767       -1781.7898201625808     
