   439.17891352812597        409.17891972509841        379.17892228511352        349.17892469428904        319.17892695693052        289.17892907844993        259.17893106523843        229.17893292453007        199.17893466424019        169.17893629279271        139.17893781892991        109.17893925152180        79.178940599365149        49.178941870987728        19.178943074456605       -10.821055782803828       -40.821054694180269       -70.821053654019224       -100.82105265775716       -130.82105170202274       -160.82105202355802     
   139.47893746395329        139.44893937621208        139.41893804654370        139.38893689889696        139.35893593000137        139.32893513567092        139.29893451090129        139.26893404997779        139.23893374660466        139.20893359404283        139.17893358526297        139.14893371309944        139.11893397041266        139.08893435024817        139.05893484599190        139.02893545151935        138.99893616133332        138.96893697068575        138.93893787568763        138.90893887339209        138.87893870422366     
   139.17893887980949        139.17894090471532        139.17893958890943        139.17893839276257        139.17893731781288        139.17893636596571        139.17893553945228        139.17893484078036        139.17893427267873        139.17893383803849        139.17893353984644        139.17893338112270        139.17893336484937        139.17893349390781        139.17893377101129        139.17893419864589        139.17893477901254        139.17893551397947        139.17893640503624        139.17893745326441        139.17893741417873     
   139.17893733331863        139.17893936531416        139.17893811343203        139.17893701760420        139.17893607656197        139.17893528865341        139.17893465188101        139.17893416394838        139.17893382231060        139.17893362423354        139.17893356685425        139.17893364724696        139.17893386248673        139.17893420971734        139.17893468621244        139.17893528943802        139.17893601710719        139.17893686723093        139.17893783816214        139.17893892863040        139.17893888555594     
   139.17893819235638        139.17894021737033        139.17893892837205        139.17893777590930        139.17893676021279        139.17893588153336        139.17893514013599        139.17893453629671        139.17893407029396        139.17893374240765        139.17893355290843        139.17893350205725        139.17893359009545        139.17893381724312        139.17893418369113        139.17893468959846        139.17893533508666        139.17893612023758        139.17893704508992        139.17893810963758        139.17893806531544     
   139.17893776388442        139.17893979252727        139.17893852200220        139.17893739773780        139.17893641921964        139.17893558575372        139.17893489648057        139.17893435039633        139.17893394637599        139.17893368319855        139.17893355957642        139.17893357418222        139.17893372568309        139.17893401276410        139.17893443416523        139.17893498870146        139.17893567529492        139.17893649299359        139.17893744099518        139.17893851866157        139.17893847522578     
   139.17893796245556        139.17893998936759        139.17893871031146        139.17893757300865        139.17893657729016        139.17893572289776        139.17893500949228        139.17893443666122        139.17893400393012        139.17893371077085        139.17893355661889        139.17893354088136        139.17893366295425        139.17893392223499        139.17893431813425        139.17893485009114        139.17893551758337        139.17893632013909        139.17893725734555        139.17893832885954        139.17893828491114     
   139.17893787368089        139.17893990174232        139.17893862670664        139.17893749535190        139.17893650736161        139.17893566229105        139.17893495958035        139.17893439856422        139.17893397848960        139.17893369853468        139.17893355782343        139.17893355545149        139.17893369050205        139.17893396206853        139.17893436927474        139.17893491129334        139.17893558736330        139.17893639680847        139.17893733904816        139.17893841361311        139.17893837031764     
   139.17893818738239        139.17894018698806        139.17893888243168        139.17893772082815        139.17893670191506        139.17893582531934        139.17893509056188        139.17893449707364        139.17893404420585        139.17893373124664        139.17893355743820        139.17893352199303        139.17893362411209        139.17893386300443        139.17893423790161        139.17893474807713        139.17893539286146        139.17893617165413        139.17893708394030        139.17893812929728        139.17893805769143     
   139.17893763258851        139.17893968530649        139.17893843443568        139.17893732697129        139.17893636263599        139.17893554103293        139.17893486165985        139.17893432391668        139.17893392712267        139.17893367053199        139.17893355334897        139.17893357474998        139.17893373389893        139.17893402996756        139.17893446215416        139.17893502969960        139.17893573190511        139.17893656814644        139.17893753788701        139.17893864068930        139.17893862650422     
