   1766.3051913765707        1635.6916284540227        1593.1142892257737        1581.5290848400186        1578.1743530735971        1576.7562084825054        1575.8584792003671        1575.1708068034422        1574.5961855016399        1574.0845195785662        1573.6050785252010        1573.1393510173061        1572.6768083606059        1572.2119137170484        1571.7421309079580        1571.2666568844520        1570.7856328697976        1570.2996626361050        1569.8095267335484        1569.3160211672064        1568.8198740321054        1568.3217096960548        1567.8220407509236        1567.3212751058636        1566.8197304264697        1566.3176513659894        1565.8152271853780        1565.3126087679557        1564.8099249474230        1564.3072986537370        1563.8048637408635        1563.3027835336875        1562.8012720828820        1562.3006187163498        1561.8012154422775        1561.3035845756567        1560.8083997117183        1560.3164852584562        1559.8287653806997        1559.3461075465571        1558.8689609451812        1558.3966154181828        1557.9257985000825        1557.4482140775003        1556.9464884560059        1556.3865364429582        1555.6906873382347        1554.5890485119205        1551.8267573986236        1541.6349227557973        1501.5923465283956     
   1603.2961412998536        1605.8410266530657        1592.8337598509561        1584.6048682926632        1580.3859048353318        1578.1039597718475        1576.6997646367286        1575.7203754585571        1574.9649982575947        1574.3342578855766        1573.7738739886379        1573.2525047822974        1572.7516973107802        1572.2606369566281        1571.7731380086941        1571.2858298582680        1570.7970358133184        1570.3060730760071        1569.8128164793409        1569.3174301349491        1568.8202065470471        1568.3214741876222        1567.8215480809981        1567.3207067837911        1566.8191850205194        1566.3171751682887        1565.8148334117286        1565.3122881230963        1564.8096491303909        1564.3070171895381        1563.8044932590726        1563.3021870997516        1562.8002241965389        1562.2987488229446        1561.7979188234026        1561.2978836730438        1560.7987303100324        1560.3003689490833        1559.8023095662902        1559.3032417906095        1558.8002622997158        1558.2874656092822        1557.7533570101332        1557.1759678847006        1556.5130269283536        1555.6799952007077        1554.4951368484449        1552.5364882648087        1548.8161809671817        1541.4255238598321        1529.5097432882171     
   1587.7121687703877        1591.5100766528774        1587.9945990290223        1583.8106457474173        1580.7028339505046        1578.5908206756130        1577.1271469852011        1576.0542880952087        1575.2156050166086        1574.5184602294371        1573.9071750657213        1573.3476101707192        1572.8185973609516        1572.3070046877376        1571.8047646409248        1571.3070211473782        1570.8109482799066        1570.3149887030179        1569.8183616371687        1569.3207467339776        1568.8220835980849        1568.3224473060604        1567.8219735149330        1567.3208155059610        1566.8191213962514        1566.3170237419054        1565.8146364544891        1565.3120557461361        1564.8093629597206        1564.3066277779710        1563.8039105145224        1563.3012619560936        1562.7987184572139        1562.2962884537876        1561.7939238679635        1561.2914653071625        1560.7885423590710        1560.2843975756973        1559.7775814550007        1559.2654293278008        1558.7431677756031        1558.2023838573523        1557.6283763217998        1556.9954881095259        1556.2586954923961        1555.3382971983856        1554.0934591766452        1552.2877641522434        1549.6026364098559        1545.9625542072154        1542.9514818990940     
   1581.6983626884071        1584.4320483036547        1583.8307242906797        1581.9769599588353        1580.0638027041730        1578.4615147465636        1577.1894827703998        1576.1746408144154        1575.3408119069090        1574.6290963022873        1573.9978826411937        1573.4187851982433        1572.8727816619710        1572.3472957706208        1571.8341307091339        1571.3280360393815        1570.8257228427162        1570.3251912758053        1569.8252748442878        1569.3253345253358        1568.8250560373747        1568.3243176268697        1567.8231056101649        1567.3214618517472        1566.8194522524279        1566.3171487524542        1565.8146197358058        1565.3119253354803        1564.8091151725052        1564.3062266341549        1563.8032819562306        1563.3002821191137        1562.7971948061988        1562.2939322494913        1561.7903123850888        1561.2859929015112        1560.7803616799238        1560.2723576419739        1559.7601811408329        1559.2408300212505        1558.7093618254507        1558.1577298911047        1557.5729692052546        1556.9344427320723        1556.2099341373100        1555.3511414126490        1554.2924397506674        1552.9678109721658        1551.3896970134217        1549.8833536176737        1549.5435190436349     
   1578.8125446745150        1580.6610717584315        1580.9174706416204        1580.2068066719869        1579.1333955765967        1578.0296831537678        1577.0235250927988        1576.1402769409260        1575.3660447113286        1574.6769117083468        1574.0500515231759        1573.4669731168183        1572.9137776577475        1572.3804593370255        1571.8600268075575        1571.3477119339063        1570.8403351994882        1570.3358253100157        1569.8328680973088        1569.3306562800551        1568.8287147180836        1568.3267806407730        1567.8247230661837        1567.3224896432937        1566.8200723243879        1566.3174856827766        1565.8147534567531        1565.3119001464436        1564.8089453176954        1564.3058987395896        1563.8027546404730        1563.2994832004588        1562.7960168785410        1562.2922282004135        1561.7878940952587        1561.2826395490763        1560.7758500356033        1560.2665375738754        1559.7531393255447        1559.2332206529577        1558.7030491753242        1558.1570098533696        1557.5868676253633        1556.9810162270542        1556.3242495862846        1555.5996521538830        1554.7967442134752        1553.9351058584825        1553.1194596726352        1552.6374165913655        1553.0382733140182     
   1577.1457563618403        1578.4741900331112        1578.9650228225019        1578.7931626354978        1578.2371623930267        1577.5155138417574        1576.7564491858195        1576.0202880949134        1575.3279172443176        1574.6809697222345        1574.0733032285073        1573.4967052428472        1572.9433877683916        1572.4068709030694        1571.8821267342275        1571.3654236345856        1570.8540797570517        1570.3462171536123        1569.8405509406643        1569.3362216781311        1568.8326680851649        1568.3295334064019        1567.8265981913123        1567.3237330022796        1566.8208657162415        1566.3179592255785        1565.8149963211674        1565.3119693097231        1564.8088724760960        1564.3056958677480        1563.8024190596702        1563.2990035717673        1562.7953824486021        1562.2914451945007        1561.7870157852151        1561.2818209403558        1560.7754453639595        1560.2672706923761        1559.7563962017414        1559.2415440450482        1558.7209638971665        1558.1923814116401        1557.6531016159865        1557.1005272203895        1556.5336647343699        1555.9568073157577        1555.3876132001221        1554.8729324811131        1554.5147416322338        1554.4976506302414        1555.0729028461992     
   1576.0761780856744        1577.1222985295253        1577.6671232095655        1577.7513382712341        1577.4991304956020        1577.0408891183836        1576.4769201734632        1575.8715752926280        1575.2605829369716        1574.6608358300307        1574.0783264231286        1573.5134347553849        1572.9640611123889        1572.4273166064534        1571.9003480035865        1571.3806819310082        1570.8663212934598        1570.3557254392460        1569.8477441986436        1569.3415408590881        1568.8365200515491        1568.3322666082543        1567.8284965874552        1567.3250194840530        1566.8217098380499        1566.3184863115437        1565.8152964583069        1565.3121056695725        1564.8088890575827        1564.3056252925414        1563.8022916377822        1563.2988596381470        1562.7952911569771        1562.2915347838120        1561.7875231873390        1561.2831729470738        1560.7783901370237        1560.2730879668450        1559.7672281407142        1559.2609067072162        1558.7545210605208        1558.2490817934797        1557.7467805895462        1557.2520063204590        1556.7731376501351        1556.3256393519209        1555.9371859649154        1555.6553399988156        1555.5564516340430        1555.7480801324018        1556.3445558788108     
   1575.3739715731392        1576.2700842184840        1576.8212446501122        1577.0300812844448        1576.9518097400628        1576.6632435229210        1576.2378757766614        1575.7335903824664        1575.1902894891016        1574.6326426155215        1574.0743368943140        1573.5219655676342        1572.9779381187586        1572.4424182351604        1571.9145105268840        1571.3929357382590        1570.8763848952924        1570.3636841638433        1569.8538545060812        1569.3461168438680        1568.8398719209736        1568.3346708905669        1567.8301849076522        1567.3261775968363        1566.8224818512408        1566.3189811668738        1565.8155951339422        1565.3122685054841        1564.8089632817328        1564.3056534079894        1563.8023219518202        1563.2989610241516        1562.7955752857551        1562.2921907510715        1561.7888719142450        1561.2857522322397        1560.7830859995370        1560.2813340740802        1559.7813021248635        1559.2843585329474        1558.7927696450968        1558.3102025840537        1557.8424583789563        1557.3985097059222        1556.9919240102327        1556.6427485386287        1556.3798747029150        1556.2436138921526        1556.2871833565332        1556.5731698653146        1557.1572685827505     
   1574.9417627101923        1575.7611149945217        1576.3090185565929        1576.5782403934613        1576.5944251652450        1576.4057575264526        1576.0676437083778        1575.6307031700878        1575.1347831611363        1574.6079356936978        1574.0681260272315        1573.5258324824067        1572.9865021725116        1572.4524669062985        1571.9242794506804        1571.4015743352600        1570.8835865813705        1570.3694436524142        1569.8583158537401        1569.3494829318327        1568.8423538111997        1568.3364620702596        1567.8314504258385        1567.3270516609850        1566.8230699017495        1566.3193640932700        1565.8158343952277        1565.3124116659035        1564.8090500272519        1564.3057225862524        1563.8024206901262        1563.2991576219893        1562.7959784676732        1562.2929791105578        1561.7903391137543        1561.2883758221194        1560.7876305850341        1560.2890026507173        1559.7939518634541        1559.3047968583983        1558.8251389856323        1558.3604394486676        1557.9187623521384        1557.5116624015166        1557.1551418447950        1556.8705358321895        1556.6851285518371        1556.6322247074772        1556.7501038913265        1557.0783638825335        1557.6487422481521     
   1574.7347945273636        1575.5216106019236        1576.0667508896745        1576.3608576452480        1576.4186424940613        1576.2760909868023        1575.9798622789665        1575.5763412321376        1575.1046125331181        1574.5938894008223        1574.0639948034839        1573.5272459858661        1572.9906013908274        1572.4575085382387        1571.9292841391239        1571.4060544060801        1570.8873523002142        1570.3724734715249        1569.8606738651781        1569.3512689845513        1568.8436751657775        1568.3374186666440        1567.8321283927896        1567.3275215711942        1566.8233875898923        1566.3195727478706        1565.8159672375823        1565.3124949447224        1564.8091063663187        1564.3057749916413        1563.8024978072417        1563.2993011877754        1562.7962543793844        1562.2934941889059        1561.7912665136369        1561.2899931595757        1560.7903761152963        1560.2935559981445        1559.8013461731157        1559.3165675123748        1558.8435076115159        1558.3885169995174        1557.9607257496680        1557.5728105894505        1557.2416678144145        1556.9887769677268        1556.8400252758815        1556.8248359022878        1556.9744839217674        1557.3191182751200        1557.8819856732939     
